job,education,balance,duration,y
management,tertiary,2576,136,no
technician,secondary,634,281,no
admin.,tertiary,-2,103,no
blue-collar,secondary,-457,270,no
services,secondary,0,456,no
blue-collar,primary,289,284,no
blue-collar,secondary,-71,165,no
technician,tertiary,275,157,no
management,primary,2911,276,no
student,secondary,115,796,no
blue-collar,primary,2111,86,no
admin.,secondary,122,219,no
entrepreneur,tertiary,151,16,no
technician,secondary,505,113,no
management,tertiary,199,413,no
services,secondary,0,512,no
admin.,primary,448,82,no
management,tertiary,2465,923,yes
technician,secondary,250,277,no
admin.,secondary,1854,45,no
management,tertiary,968,59,no
entrepreneur,tertiary,140,348,no
management,tertiary,1495,50,no
management,secondary,300,329,no
technician,tertiary,69,95,no
management,tertiary,260,49,no
management,tertiary,641,334,no
technician,secondary,-211,146,no
admin.,secondary,673,429,no
entrepreneur,tertiary,-164,87,no
management,tertiary,1033,177,no
services,primary,5907,198,no
management,tertiary,3,1145,no
management,tertiary,714,609,no
management,tertiary,4,855,yes
technician,secondary,-1490,219,no
technician,secondary,4659,158,no
management,primary,1052,147,no
entrepreneur,tertiary,4576,272,no
services,secondary,0,282,no
management,secondary,1363,60,no
technician,secondary,14,72,no
blue-collar,secondary,1882,529,no
services,secondary,168,128,no
technician,tertiary,477,973,no
blue-collar,secondary,7,336,no
services,secondary,-278,17,no
technician,secondary,359,362,no
blue-collar,secondary,25,166,no
management,tertiary,1804,170,no
self-employed,secondary,1066,57,no
management,tertiary,8509,147,no
technician,secondary,-1034,195,no
blue-collar,secondary,0,113,no
housemaid,primary,322,105,no
blue-collar,secondary,43,142,no
admin.,secondary,874,176,no
admin.,secondary,122,481,yes
blue-collar,primary,1234,307,no
student,tertiary,37,125,no
blue-collar,secondary,537,172,no
services,secondary,278,51,no
services,secondary,1323,99,no
blue-collar,secondary,148,66,no
technician,secondary,656,158,no
blue-collar,secondary,2095,122,no
blue-collar,primary,728,247,no
admin.,secondary,0,121,no
admin.,secondary,-101,101,no
blue-collar,secondary,-327,423,no
services,tertiary,218,154,no
management,tertiary,-23,287,no
blue-collar,primary,758,258,no
admin.,secondary,368,430,no
blue-collar,primary,441,100,no
blue-collar,secondary,356,1254,no
blue-collar,secondary,54,279,no
self-employed,tertiary,270,49,no
technician,secondary,411,17,no
blue-collar,secondary,-717,202,no
admin.,secondary,0,262,no
housemaid,tertiary,66,1391,yes
management,tertiary,1854,166,no
blue-collar,primary,2146,1516,yes
blue-collar,secondary,-20,140,no
entrepreneur,tertiary,0,388,no
admin.,secondary,203,219,no
management,tertiary,591,181,no
services,secondary,1192,156,no
services,secondary,638,792,yes
blue-collar,secondary,1221,127,no
management,primary,0,123,no
technician,secondary,291,882,yes
technician,secondary,0,177,no
student,secondary,252,206,no
management,tertiary,11103,55,no
technician,tertiary,1849,155,no
blue-collar,secondary,232,128,no
blue-collar,primary,245,253,no
unemployed,secondary,233,11,no
retired,secondary,1029,165,no
technician,,629,298,no
management,secondary,458,181,no
blue-collar,primary,71,225,no
technician,secondary,-330,105,no
self-employed,tertiary,6237,63,no
admin.,secondary,1965,247,no
management,tertiary,73,122,no
blue-collar,secondary,-274,279,no
unemployed,secondary,747,130,no
admin.,secondary,506,208,no
services,secondary,-182,19,no
technician,secondary,533,153,no
admin.,primary,0,86,no
admin.,secondary,-4,47,no
management,tertiary,0,212,no
services,secondary,972,343,no
retired,primary,0,239,no
blue-collar,secondary,180,114,no
technician,,-287,92,no
blue-collar,secondary,3653,525,no
admin.,secondary,-204,105,no
blue-collar,primary,403,318,no
services,secondary,70,197,no
blue-collar,secondary,638,326,no
entrepreneur,tertiary,10,196,no
technician,secondary,0,166,no
technician,,88,66,no
retired,secondary,71,254,no
technician,secondary,0,9,no
technician,secondary,268,248,no
entrepreneur,secondary,245,78,no
blue-collar,secondary,20,273,no
retired,secondary,1483,53,no
services,secondary,1291,255,no
blue-collar,secondary,576,212,no
technician,secondary,0,306,no
services,secondary,125,176,no
technician,secondary,49,142,no
management,tertiary,9449,428,no
services,,-516,272,no
blue-collar,secondary,535,121,no
admin.,secondary,-54,183,no
management,tertiary,740,462,no
technician,secondary,1866,134,no
admin.,secondary,0,175,no
technician,tertiary,-703,123,no
management,tertiary,-370,233,no
management,,488,238,no
admin.,secondary,549,326,no
admin.,secondary,0,376,no
technician,primary,13,323,no
admin.,secondary,752,86,no
services,secondary,0,503,no
services,secondary,281,211,no
management,tertiary,637,295,no
student,tertiary,387,1024,yes
services,primary,170,361,no
services,secondary,81,746,no
blue-collar,secondary,95,265,no
admin.,secondary,354,282,no
retired,secondary,993,199,no
admin.,secondary,256,322,no
technician,secondary,432,61,no
blue-collar,primary,0,30,no
blue-collar,primary,68,50,no
services,secondary,223,80,no
management,primary,72,22,no
blue-collar,primary,62,26,no
blue-collar,secondary,6767,431,no
technician,secondary,-59,502,no
self-employed,secondary,14,210,no
blue-collar,secondary,746,261,no
services,secondary,198,496,no
blue-collar,secondary,0,580,no
services,secondary,-404,344,no
self-employed,tertiary,147,12,no
admin.,secondary,298,183,no
management,tertiary,0,112,no
blue-collar,primary,101,422,no
blue-collar,primary,-339,182,no
services,secondary,166,227,no
admin.,secondary,295,202,no
blue-collar,secondary,457,236,no
technician,secondary,-312,90,no
services,secondary,1608,186,no
admin.,,419,442,no
blue-collar,secondary,0,116,no
admin.,secondary,78,360,no
admin.,secondary,3049,225,no
admin.,secondary,3058,114,no
blue-collar,primary,1080,197,no
services,secondary,-416,114,no
services,secondary,322,35,no
unemployed,secondary,0,125,no
management,tertiary,1145,580,no
blue-collar,secondary,415,128,no
admin.,secondary,1450,489,no
blue-collar,,245,134,no
admin.,secondary,-17,400,no
management,tertiary,-255,82,no
unemployed,secondary,3867,159,no
admin.,secondary,-458,294,no
services,secondary,1301,261,no
services,secondary,101,369,no
admin.,secondary,246,288,no
services,secondary,1319,305,no
blue-collar,primary,1579,176,no
services,secondary,1005,204,no
technician,secondary,448,188,no
admin.,secondary,692,290,no
services,secondary,0,125,no
entrepreneur,secondary,0,430,no
blue-collar,primary,-420,220,no
blue-collar,secondary,422,286,no
blue-collar,secondary,248,193,no
technician,tertiary,1473,206,no
services,secondary,0,243,no
services,secondary,0,437,no
blue-collar,primary,916,472,no
student,primary,373,819,yes
blue-collar,primary,202,72,no
self-employed,primary,468,214,no
blue-collar,primary,151,301,no
management,tertiary,-11,94,no
blue-collar,secondary,133,1388,yes
self-employed,tertiary,50,142,no
management,tertiary,473,72,no
blue-collar,secondary,0,273,no
blue-collar,primary,0,48,no
services,secondary,124,81,no
services,secondary,600,8,no
services,secondary,2040,312,no
blue-collar,primary,2313,788,no
blue-collar,primary,1649,52,no
blue-collar,secondary,0,34,no
blue-collar,secondary,0,15,no
retired,secondary,502,197,no
retired,secondary,1734,151,no
management,secondary,0,756,no
admin.,primary,11686,114,no
blue-collar,primary,65,11,no
admin.,secondary,223,115,no
management,secondary,2,115,no
technician,secondary,1697,87,no
blue-collar,secondary,1808,560,yes
blue-collar,secondary,88,53,no
retired,tertiary,349,176,no
management,tertiary,23552,507,no
entrepreneur,secondary,1034,23,no
technician,primary,210,22,no
blue-collar,secondary,25,244,no
services,secondary,-361,1062,yes
entrepreneur,tertiary,135,245,no
blue-collar,secondary,38,139,no
management,tertiary,20,418,no
blue-collar,primary,7,69,no
admin.,secondary,1801,306,no
admin.,secondary,38,455,no
technician,secondary,449,245,no
management,secondary,-440,399,no
management,tertiary,29,174,no
blue-collar,secondary,1495,141,no
self-employed,secondary,8563,109,no
blue-collar,secondary,1324,179,no
housemaid,tertiary,166,132,no
technician,tertiary,914,185,no
management,tertiary,5709,442,no
admin.,secondary,242,256,no
technician,secondary,91,209,no
blue-collar,primary,467,7,no
blue-collar,secondary,-251,146,no
technician,secondary,789,356,no
blue-collar,secondary,449,313,no
entrepreneur,tertiary,38,119,no
services,secondary,419,300,no
blue-collar,secondary,1240,844,yes
management,tertiary,226,262,no
technician,secondary,210,211,no
admin.,secondary,-417,337,no
blue-collar,primary,1164,100,no
admin.,secondary,419,92,no
admin.,secondary,641,148,no
blue-collar,primary,887,165,no
technician,secondary,249,406,no
blue-collar,secondary,574,328,no
management,tertiary,1150,109,no
blue-collar,secondary,337,450,no
student,secondary,3872,453,no
admin.,secondary,1575,301,no
blue-collar,primary,89,34,no
management,tertiary,3646,1710,yes
services,secondary,1836,750,yes
technician,secondary,285,373,no
blue-collar,secondary,2279,123,no
services,secondary,257,86,no
blue-collar,secondary,525,325,no
blue-collar,primary,5560,280,no
admin.,secondary,124,191,no
technician,secondary,186,187,no
services,secondary,159,345,no
admin.,secondary,145,556,yes
management,tertiary,677,253,no
blue-collar,secondary,492,209,no
blue-collar,secondary,634,737,yes
blue-collar,primary,193,89,no
blue-collar,secondary,840,275,no
blue-collar,secondary,-184,155,no
blue-collar,primary,295,235,no
blue-collar,,23,134,no
services,secondary,949,285,no
blue-collar,primary,1455,101,no
management,tertiary,933,147,no
management,tertiary,1158,236,no
blue-collar,primary,402,31,no
management,tertiary,942,564,no
blue-collar,primary,800,53,no
services,secondary,-141,211,no
blue-collar,secondary,20,259,no
blue-collar,primary,512,32,no
services,secondary,481,150,no
technician,secondary,61,109,no
management,tertiary,321,173,no
services,secondary,393,95,no
admin.,secondary,139,84,no
blue-collar,secondary,53,93,no
services,secondary,248,87,no
services,secondary,458,19,no
blue-collar,secondary,521,502,no
management,tertiary,15030,167,no
blue-collar,secondary,233,66,no
blue-collar,secondary,462,590,yes
technician,tertiary,564,88,no
blue-collar,secondary,1089,394,yes
blue-collar,secondary,2157,149,no
unemployed,secondary,2108,152,no
services,secondary,0,116,no
admin.,secondary,451,302,yes
technician,tertiary,2565,128,no
admin.,secondary,456,104,no
blue-collar,primary,828,1512,yes
entrepreneur,primary,58,119,no
services,primary,-139,75,no
blue-collar,secondary,2764,158,no
blue-collar,primary,3419,155,no
blue-collar,secondary,681,589,no
housemaid,secondary,7317,172,no
student,secondary,268,528,no
entrepreneur,primary,759,80,no
blue-collar,primary,864,321,no
blue-collar,secondary,382,294,no
blue-collar,primary,54,10,no
blue-collar,primary,2523,110,no
admin.,secondary,387,228,no
blue-collar,primary,186,152,no
management,secondary,-119,231,no
services,secondary,1314,124,no
management,tertiary,3,568,yes
admin.,tertiary,142,459,yes
blue-collar,secondary,387,413,no
admin.,secondary,8892,177,no
blue-collar,primary,-287,201,no
services,secondary,28,88,no
management,secondary,416,290,no
services,secondary,-378,541,no
technician,tertiary,1026,101,no
blue-collar,primary,969,721,no
management,tertiary,0,109,no
blue-collar,primary,1959,1966,no
admin.,secondary,506,281,no
services,secondary,282,240,no
student,tertiary,228,314,yes
services,tertiary,702,52,no
management,secondary,1331,77,no
admin.,secondary,186,390,no
management,tertiary,2576,417,no
blue-collar,secondary,185,298,no
blue-collar,secondary,328,484,no
admin.,secondary,0,204,no
admin.,tertiary,153,37,no
blue-collar,secondary,47,163,no
blue-collar,secondary,467,195,no
blue-collar,secondary,635,122,no
entrepreneur,tertiary,1481,172,no
management,tertiary,29,248,no
services,secondary,328,194,no
blue-collar,secondary,540,88,no
blue-collar,secondary,426,323,no
management,tertiary,12392,177,no
management,tertiary,0,537,no
admin.,secondary,9618,94,no
management,secondary,1572,499,no
technician,secondary,712,255,no
admin.,primary,234,53,no
management,tertiary,93,196,no
management,secondary,0,65,no
services,secondary,2409,272,no
blue-collar,secondary,707,97,no
blue-collar,secondary,25,378,no
services,secondary,654,139,no
management,tertiary,3821,649,yes
blue-collar,primary,445,237,no
management,tertiary,1264,102,no
services,secondary,2268,281,no
blue-collar,primary,168,212,no
blue-collar,secondary,-664,185,no
technician,secondary,809,155,no
blue-collar,primary,324,217,no
admin.,secondary,68,151,no
services,secondary,1510,72,no
blue-collar,,597,1309,no
blue-collar,secondary,-446,126,no
management,tertiary,30,201,no
management,tertiary,2,305,no
services,secondary,1417,65,no
blue-collar,secondary,5,178,no
management,tertiary,1149,91,no
management,secondary,-224,152,no
services,secondary,130,263,no
technician,secondary,-205,6,no
admin.,secondary,1521,222,no
blue-collar,primary,54,533,yes
technician,secondary,2139,146,no
blue-collar,secondary,982,182,no
blue-collar,tertiary,328,414,no
technician,tertiary,744,283,no
blue-collar,secondary,0,223,no
blue-collar,primary,828,214,no
blue-collar,secondary,2436,8,no
technician,secondary,720,365,no
blue-collar,primary,1629,67,no
blue-collar,secondary,4963,456,yes
admin.,secondary,43,91,no
blue-collar,primary,3705,23,no
blue-collar,secondary,15,524,no
blue-collar,secondary,175,50,no
housemaid,secondary,198,93,no
blue-collar,secondary,-103,298,no
services,primary,393,200,no
blue-collar,primary,132,797,no
services,secondary,4778,83,no
blue-collar,primary,456,337,no
blue-collar,primary,533,246,no
blue-collar,primary,0,543,no
services,secondary,864,466,no
blue-collar,secondary,1074,277,no
management,tertiary,28,175,no
blue-collar,secondary,536,22,no
housemaid,secondary,650,136,no
blue-collar,primary,190,17,no
technician,tertiary,0,155,no
management,tertiary,478,107,no
admin.,secondary,1235,64,no
blue-collar,secondary,519,311,no
services,primary,2567,109,no
retired,primary,48,132,no
admin.,secondary,-976,111,no
self-employed,secondary,583,423,no
admin.,secondary,3309,65,no
admin.,secondary,384,551,no
management,tertiary,126,170,no
blue-collar,secondary,2447,330,no
management,tertiary,2258,115,no
blue-collar,primary,739,172,no
blue-collar,primary,42,185,no
services,secondary,11177,229,no
blue-collar,secondary,1407,169,no
blue-collar,primary,864,113,no
blue-collar,secondary,1039,156,no
retired,secondary,5845,1060,yes
blue-collar,secondary,-575,24,no
blue-collar,primary,18,131,no
technician,secondary,70,400,no
blue-collar,secondary,281,123,no
blue-collar,primary,405,99,no
blue-collar,primary,309,221,no
blue-collar,secondary,664,57,no
blue-collar,secondary,30,60,no
entrepreneur,tertiary,-497,176,no
blue-collar,secondary,378,566,yes
self-employed,primary,862,267,no
technician,secondary,-531,205,no
technician,secondary,1038,42,no
blue-collar,secondary,911,136,no
blue-collar,primary,170,113,no
blue-collar,secondary,0,125,no
services,secondary,26,166,no
entrepreneur,primary,137,384,no
services,secondary,4954,290,no
services,secondary,568,140,no
blue-collar,primary,-167,195,no
technician,secondary,125,676,yes
services,secondary,637,69,no
blue-collar,secondary,164,26,no
services,secondary,7066,667,yes
admin.,secondary,-145,289,no
blue-collar,secondary,43,354,no
management,tertiary,28,136,no
services,secondary,-143,85,no
services,secondary,511,274,no
technician,secondary,398,642,no
blue-collar,primary,36,551,yes
blue-collar,primary,-172,409,yes
management,tertiary,0,60,no
blue-collar,primary,1535,238,no
services,secondary,140,760,yes
services,secondary,773,198,no
blue-collar,secondary,949,302,no
blue-collar,secondary,543,302,no
services,primary,400,64,no
blue-collar,secondary,1102,124,no
blue-collar,secondary,2139,1452,no
technician,secondary,192,16,no
admin.,secondary,174,241,no
admin.,secondary,278,148,no
management,tertiary,212,373,no
technician,tertiary,388,58,no
blue-collar,primary,123,55,no
technician,secondary,769,153,no
self-employed,primary,712,192,no
self-employed,secondary,-816,68,no
admin.,,0,64,no
blue-collar,primary,22,1190,yes
services,secondary,-1,51,no
blue-collar,primary,2067,493,no
technician,tertiary,699,282,no
services,secondary,1474,77,no
technician,tertiary,-256,272,no
blue-collar,secondary,1254,133,no
blue-collar,secondary,1211,39,no
blue-collar,primary,-29,25,no
technician,tertiary,1323,223,no
services,secondary,9277,395,no
technician,secondary,-206,133,no
blue-collar,primary,-24,325,no
management,primary,197,193,no
blue-collar,secondary,-4,110,no
services,secondary,450,148,no
blue-collar,secondary,29,285,yes
blue-collar,primary,149,242,no
management,tertiary,526,229,no
blue-collar,,285,22,no
blue-collar,secondary,99,166,no
admin.,secondary,405,84,no
services,secondary,311,50,no
blue-collar,secondary,505,117,no
blue-collar,secondary,47,245,no
technician,primary,95,220,no
admin.,tertiary,144,95,no
admin.,secondary,252,56,no
retired,secondary,4974,80,no
blue-collar,primary,244,54,no
entrepreneur,tertiary,2069,358,no
blue-collar,secondary,1614,228,no
student,secondary,4038,1380,no
services,secondary,1370,36,no
admin.,secondary,878,611,yes
technician,secondary,144,362,no
admin.,secondary,309,58,no
management,secondary,39,114,no
admin.,secondary,-133,160,no
blue-collar,primary,129,611,yes
unemployed,secondary,-407,320,no
blue-collar,secondary,1145,175,no
technician,secondary,84,264,no
management,tertiary,41,885,yes
self-employed,secondary,2576,64,no
blue-collar,secondary,5997,270,no
admin.,primary,624,212,no
management,tertiary,7944,99,no
blue-collar,secondary,249,709,yes
blue-collar,secondary,513,61,no
self-employed,tertiary,5774,406,yes
management,tertiary,3301,536,no
technician,tertiary,6138,134,no
blue-collar,secondary,3412,22,no
blue-collar,secondary,238,122,no
blue-collar,secondary,0,21,no
blue-collar,primary,14,781,no
services,secondary,435,411,no
management,tertiary,54,309,no
admin.,secondary,1268,259,no
retired,secondary,366,102,no
management,tertiary,6248,64,no
admin.,secondary,72,262,no
admin.,secondary,5,934,yes
admin.,secondary,407,166,no
blue-collar,secondary,187,53,no
blue-collar,primary,72,93,no
self-employed,secondary,220,187,no
technician,secondary,-219,85,no
entrepreneur,secondary,183,339,no
technician,tertiary,13460,1068,yes
management,tertiary,1273,44,no
blue-collar,secondary,437,73,no
blue-collar,secondary,474,504,no
services,secondary,190,121,no
technician,secondary,3123,49,no
blue-collar,secondary,-63,126,no
self-employed,secondary,329,166,no
admin.,secondary,1949,157,no
services,secondary,250,117,no
housemaid,primary,254,16,no
admin.,secondary,95,114,no
housemaid,primary,93,70,no
services,secondary,9,19,no
admin.,secondary,2040,906,yes
blue-collar,primary,3267,40,no
services,secondary,344,347,yes
blue-collar,secondary,33,125,no
management,tertiary,347,213,no
management,tertiary,2667,57,no
technician,secondary,230,442,yes
admin.,secondary,1450,298,no
blue-collar,secondary,6281,242,no
services,secondary,-52,278,no
blue-collar,primary,-579,220,no
student,tertiary,251,12,no
management,tertiary,788,169,no
blue-collar,secondary,104,903,yes
student,secondary,1029,68,no
services,secondary,1162,185,no
blue-collar,primary,248,113,no
technician,secondary,706,1340,yes
blue-collar,secondary,429,110,no
management,secondary,565,170,no
services,secondary,687,154,no
technician,tertiary,-770,618,yes
services,secondary,414,493,yes
blue-collar,secondary,255,295,no
housemaid,tertiary,96,226,no
blue-collar,secondary,3950,152,no
blue-collar,primary,80,126,no
admin.,secondary,403,603,yes
services,secondary,438,98,no
services,secondary,495,302,no
blue-collar,secondary,513,351,yes
services,secondary,290,128,no
services,secondary,-489,93,no
blue-collar,primary,1815,34,no
admin.,secondary,200,261,no
technician,tertiary,8,398,no
admin.,secondary,105,179,no
admin.,secondary,-480,380,no
blue-collar,secondary,243,507,yes
student,secondary,330,105,no
technician,tertiary,1922,546,no
management,tertiary,168,229,no
services,secondary,-203,156,no
services,secondary,1256,123,no
admin.,secondary,2353,435,no
management,tertiary,2294,81,no
blue-collar,primary,53,116,no
admin.,secondary,144,177,no
blue-collar,secondary,922,72,no
self-employed,secondary,35,163,no
blue-collar,primary,2269,132,no
technician,secondary,468,37,no
management,tertiary,-234,124,no
technician,secondary,-357,618,yes
blue-collar,secondary,-287,504,no
services,secondary,165,182,no
student,tertiary,2764,78,no
blue-collar,primary,-5,518,no
admin.,secondary,319,120,no
admin.,secondary,777,517,no
blue-collar,primary,392,180,no
blue-collar,secondary,-301,465,no
blue-collar,primary,-454,801,yes
blue-collar,secondary,-73,15,no
entrepreneur,secondary,145,236,no
admin.,secondary,184,181,no
admin.,secondary,1560,9,no
student,secondary,234,33,no
technician,secondary,17,375,no
technician,secondary,23,69,no
management,tertiary,2637,179,no
technician,secondary,778,22,no
services,secondary,-63,92,no
blue-collar,secondary,668,857,no
entrepreneur,tertiary,224,567,no
blue-collar,primary,1687,14,no
student,secondary,2530,194,no
admin.,secondary,181,217,no
blue-collar,primary,55,351,no
retired,primary,47,110,no
blue-collar,secondary,-350,80,no
self-employed,secondary,487,54,no
technician,secondary,-16,251,no
blue-collar,secondary,8950,11,no
entrepreneur,secondary,246,427,no
blue-collar,primary,90,50,no
management,secondary,1310,12,no
management,tertiary,1387,256,yes
technician,secondary,118,53,no
technician,secondary,-156,4,no
technician,secondary,78,5,no
blue-collar,secondary,286,663,no
technician,tertiary,176,10,no
entrepreneur,secondary,69,35,no
management,tertiary,10269,28,no
self-employed,secondary,711,90,no
blue-collar,secondary,135,232,no
blue-collar,secondary,23,11,no
blue-collar,primary,426,953,no
technician,secondary,-242,1173,yes
services,secondary,121,477,no
blue-collar,secondary,1124,82,no
management,tertiary,722,81,no
services,tertiary,519,715,no
services,secondary,710,1880,no
admin.,secondary,6971,119,no
management,,1504,338,yes
management,tertiary,490,72,no
management,tertiary,265,491,yes
management,tertiary,2239,431,yes
technician,secondary,3519,152,no
services,secondary,2145,271,yes
technician,tertiary,2026,43,no
management,tertiary,4841,580,no
admin.,secondary,265,304,no
blue-collar,tertiary,567,421,yes
admin.,secondary,514,56,no
housemaid,tertiary,11219,112,no
admin.,tertiary,501,92,no
entrepreneur,primary,0,163,no
management,tertiary,246,217,no
management,secondary,369,115,no
management,tertiary,496,85,no
technician,secondary,863,166,no
technician,secondary,6,315,yes
unemployed,tertiary,7620,100,no
technician,tertiary,705,414,yes
services,secondary,2915,314,no
self-employed,,1179,78,no
management,secondary,363,135,no
student,secondary,23878,133,yes
technician,secondary,1066,125,no
management,tertiary,42,318,no
technician,secondary,3399,1078,yes
,,8,164,no
technician,tertiary,23076,243,yes
technician,secondary,15485,83,no
management,tertiary,1831,245,no
management,tertiary,21088,187,no
technician,secondary,0,223,no
housemaid,tertiary,0,141,no
management,,3576,579,yes
technician,secondary,2501,323,no
services,secondary,1135,407,no
technician,secondary,144,87,no
student,tertiary,255,264,no
housemaid,primary,5038,108,no
housemaid,,2337,133,no
technician,secondary,1368,329,yes
admin.,secondary,1649,204,no
admin.,secondary,4118,165,yes
management,tertiary,0,198,no
blue-collar,secondary,2265,156,no
student,tertiary,13107,112,no
self-employed,tertiary,48,144,no
technician,secondary,196,99,no
student,,565,162,no
self-employed,tertiary,687,568,no
student,secondary,501,121,no
management,tertiary,1411,142,no
management,tertiary,1167,264,yes
management,tertiary,3355,212,no
retired,tertiary,1312,244,no
technician,secondary,938,1048,yes
technician,secondary,0,106,no
technician,secondary,0,144,no
management,tertiary,671,128,no
management,tertiary,3842,215,yes
management,primary,1727,336,no
management,tertiary,7541,55,no
management,tertiary,690,95,no
,,172,23,no
management,tertiary,688,126,no
management,tertiary,1954,294,yes
unemployed,tertiary,7968,596,yes
self-employed,tertiary,846,253,no
management,tertiary,1628,91,no
unemployed,tertiary,79,369,no
technician,secondary,1165,245,yes
blue-collar,secondary,878,130,no
admin.,secondary,189,95,no
management,tertiary,942,146,no
student,secondary,121,145,no
retired,secondary,0,71,no
housemaid,tertiary,0,137,no
blue-collar,secondary,140,96,no
technician,secondary,4545,200,no
technician,tertiary,882,411,yes
management,tertiary,865,101,no
technician,tertiary,794,116,no
technician,secondary,1231,385,yes
management,tertiary,3154,126,no
management,tertiary,3109,467,no
admin.,secondary,3554,151,no
blue-collar,tertiary,48,539,yes
self-employed,tertiary,7752,180,no
technician,tertiary,1731,74,no
retired,secondary,5313,200,yes
blue-collar,secondary,389,837,yes
technician,secondary,781,266,no
management,tertiary,8963,203,no
student,secondary,4132,34,no
management,tertiary,108,262,yes
management,tertiary,2665,280,yes
unemployed,secondary,352,94,no
student,secondary,132,217,yes
admin.,tertiary,22086,160,yes
technician,tertiary,317,323,yes
management,tertiary,4,105,no
management,tertiary,3426,102,yes
student,secondary,64,112,no
management,tertiary,617,1161,yes
services,tertiary,5265,352,no
management,tertiary,252,216,no
student,secondary,538,124,yes
management,tertiary,3384,578,yes
management,tertiary,170,94,no
management,tertiary,0,133,no
admin.,tertiary,230,264,no
management,tertiary,1227,232,yes
self-employed,tertiary,42,149,yes
management,tertiary,1004,133,no
blue-collar,secondary,215,329,no
unemployed,primary,8037,92,no
management,tertiary,924,207,yes
,tertiary,0,257,yes
unemployed,primary,426,252,no
admin.,tertiary,6574,138,yes
self-employed,,2094,458,yes
technician,secondary,1363,431,no
entrepreneur,secondary,3780,67,no
unemployed,secondary,3357,239,yes
management,secondary,544,95,yes
student,primary,1235,39,no
student,,1,263,no
management,tertiary,2081,147,no
admin.,tertiary,1185,135,no
entrepreneur,secondary,1306,288,yes
student,tertiary,0,41,no
admin.,tertiary,4708,104,no
retired,primary,1077,592,no
admin.,secondary,136,355,yes
student,secondary,548,281,no
technician,secondary,1981,404,no
management,tertiary,4200,55,no
student,,640,49,no
management,tertiary,243,181,no
blue-collar,primary,1518,94,no
management,tertiary,443,235,yes
management,tertiary,6138,241,no
management,tertiary,10583,295,yes
unemployed,tertiary,6590,160,no
entrepreneur,primary,3083,271,no
management,secondary,111,39,no
management,tertiary,1048,971,no
retired,secondary,1998,201,no
housemaid,secondary,1363,42,no
management,tertiary,2383,571,yes
retired,primary,482,260,yes
blue-collar,secondary,203,342,yes
management,tertiary,-63,196,no
management,,831,139,no
retired,secondary,668,363,yes
technician,secondary,73,218,yes
management,tertiary,492,281,no
management,tertiary,2983,153,no
housemaid,secondary,0,478,yes
blue-collar,primary,1137,176,yes
retired,secondary,1044,353,yes
unemployed,tertiary,330,264,yes
management,tertiary,0,122,no
unemployed,primary,68,175,yes
admin.,secondary,285,658,yes
services,tertiary,0,704,yes
management,tertiary,9629,67,no
self-employed,secondary,5946,59,no
management,tertiary,694,250,no
self-employed,tertiary,1234,106,no
retired,tertiary,473,112,no
services,secondary,981,682,yes
technician,tertiary,431,180,yes
management,tertiary,2169,282,no
technician,tertiary,2557,340,yes
technician,secondary,1599,115,no
admin.,secondary,1113,83,no
student,tertiary,10086,475,no
retired,secondary,26452,219,no
,primary,50,465,no
retired,tertiary,1285,195,no
services,,1016,141,no
housemaid,primary,4605,197,no
management,tertiary,914,185,yes
retired,secondary,3340,259,no
management,tertiary,1356,397,no
admin.,secondary,153,277,yes
blue-collar,secondary,6053,416,no
student,secondary,41,100,no
management,tertiary,0,99,no
retired,primary,2994,320,no
retired,tertiary,3140,975,yes
management,secondary,5127,472,no
management,tertiary,74,174,no
admin.,secondary,0,142,no
retired,primary,5539,338,yes
management,tertiary,62,169,no
technician,secondary,776,72,no
technician,secondary,9064,714,yes
admin.,tertiary,1536,273,yes
admin.,secondary,96,155,yes
retired,secondary,2354,121,no
management,tertiary,0,262,yes
management,tertiary,145,121,no
unemployed,secondary,687,221,yes
entrepreneur,secondary,538,353,yes
management,tertiary,1034,231,yes
admin.,secondary,80,268,no
technician,tertiary,290,88,no
blue-collar,tertiary,172,248,no
blue-collar,secondary,4855,1529,no
self-employed,tertiary,1815,235,yes
admin.,secondary,95,155,no
student,tertiary,0,213,yes
self-employed,tertiary,2376,123,no
student,secondary,5916,344,no
technician,secondary,3450,110,no
management,tertiary,533,229,yes
unemployed,secondary,280,280,no
admin.,secondary,96,349,yes
management,tertiary,1600,1244,yes
admin.,tertiary,238,97,no
student,secondary,480,162,no
management,secondary,2155,82,no
management,tertiary,539,176,no
management,tertiary,312,271,no
management,secondary,1646,68,no
student,tertiary,5291,345,no
technician,secondary,484,668,yes
technician,tertiary,0,150,no
housemaid,tertiary,11219,699,no
management,tertiary,280,100,no
management,tertiary,2987,307,yes
technician,tertiary,2408,236,no
services,secondary,50,153,no
student,tertiary,476,113,no
retired,secondary,1610,71,no
management,tertiary,2305,222,no
management,tertiary,1388,102,no
management,tertiary,-8,402,no
student,secondary,314,485,no
technician,secondary,14,234,yes
student,secondary,611,138,no
admin.,secondary,1604,78,no
retired,primary,3324,227,yes
admin.,tertiary,882,135,no
technician,tertiary,-67,143,no
admin.,tertiary,305,75,no
admin.,tertiary,4233,135,no
housemaid,tertiary,453,126,no
management,tertiary,1,640,yes
retired,secondary,1227,182,no
retired,primary,2301,90,no
technician,secondary,902,108,no
management,tertiary,271,801,yes
